"","X","Id","Label","timeset","modularity_class","labeldiff","kingdom","phylum","class","order","family","genus","species","name","abun","module2"
"287",287,"Zotu29","Zotu29",NA,31,"other","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prolixibacteraceae","WCHB1-32",NA,"Zotu29",0.003026,"other"
"288",288,"Zotu208","Zotu208",NA,31,"other","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prolixibacteraceae","WCHB1-32",NA,"Zotu208",0.000631,"other"
"289",289,"Zotu291","Zotu291",NA,8,"other","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prolixibacteraceae","uncultured",NA,"Zotu291",0.001259,"8"
"290",290,"Zotu292","Zotu292",NA,0,"other","Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonas",NA,"Zotu292",0.000706,"0"
"291",291,"Zotu1158","Zotu1158",NA,0,"other","Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","uncultured",NA,"Zotu1158",0.000173,"0"
"292",292,"Zotu294","Zotu294",NA,12,"other","Bacteria","Nitrospirota","4-29-1","4-29-1","4-29-1","4-29-1","uncultured_bacterium","Zotu294",0.000891,"12"
"293",293,"Zotu214","Zotu214",NA,12,"other","Bacteria","Nitrospirota","4-29-1","4-29-1","4-29-1","4-29-1","uncultured_bacterium","Zotu214",0.001261,"12"
"294",294,"Zotu296","Zotu296",NA,1,"diff","Bacteria","Spirochaetota","Spirochaetia","Spirochaetales","Spirochaetaceae","uncultured","uncultured_bacterium","Zotu296",0.000199,"1"
"295",295,"Zotu297","Zotu297",NA,1,"diff","Bacteria","Desulfobacterota","Desulfuromonadia","Geobacterales","Geobacteraceae","uncultured",NA,"Zotu297",0.00115,"1"
"296",296,"Zotu1117","Zotu1117",NA,1,"other","Bacteria","Desulfobacterota","Desulfuromonadia","Geobacterales","Geobacteraceae",NA,NA,"Zotu1117",0.000538,"1"
"297",297,"Zotu3","Zotu3",NA,1,"diff","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Gallionellaceae","Sideroxydans",NA,"Zotu3",0.019232,"1"
"298",298,"Zotu300","Zotu300",NA,0,"other","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Pseudolabrys",NA,"Zotu300",0.000601,"0"
"299",299,"Zotu303","Zotu303",NA,21,"other","Bacteria","Nitrospirota","Thermodesulfovibrionia","uncultured","uncultured","uncultured","uncultured_bacterium","Zotu303",0.00079,"21"
"300",300,"Zotu3061","Zotu3061",NA,0,"other","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Rhodocyclaceae","Sulfuritalea",NA,"Zotu3061",0.000114,"0"
"301",301,"Zotu312","Zotu312",NA,13,"other","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae",NA,NA,"Zotu312",0.000461,"13"
"302",302,"Zotu315","Zotu315",NA,1,"other","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidetes_BD2-2","Bacteroidetes_BD2-2","uncultured_prokaryote","Zotu315",0.00037,"1"
"303",303,"Zotu318","Zotu318",NA,13,"other","Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","uncultured",NA,"Zotu318",0.000682,"13"
"304",304,"Zotu32","Zotu32",NA,0,"other","Bacteria","MBNT15","MBNT15","MBNT15","MBNT15","MBNT15","uncultured_prokaryote","Zotu32",0.005207,"0"
"305",305,"Zotu322","Zotu322",NA,0,"other","Bacteria","Zixibacteria","Zixibacteria","Zixibacteria","Zixibacteria","Zixibacteria","uncultured_bacterium","Zotu322",0.000731,"0"
"306",306,"Zotu1836","Zotu1836",NA,0,"other","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae","Pedosphaeraceae",NA,"Zotu1836",0.000107,"0"
"307",307,"Zotu324","Zotu324",NA,8,"other","Bacteria","Myxococcota","Polyangia","Polyangiales","BIrii41","BIrii41",NA,"Zotu324",0.000176,"8"
"308",308,"Zotu325","Zotu325",NA,1,"other","Bacteria","Myxococcota","Myxococcia","Myxococcales","Anaeromyxobacteraceae","Anaeromyxobacter",NA,"Zotu325",0.000263,"1"
"309",309,"Zotu326","Zotu326",NA,13,"other","Bacteria","Chloroflexi",NA,NA,NA,NA,NA,"Zotu326",0.000715,"13"
"310",310,"Zotu327","Zotu327",NA,31,"other","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Paludibacteraceae","uncultured","uncultured_soil","Zotu327",0.000317,"other"
"311",311,"Zotu33","Zotu33",NA,8,"other","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae",NA,NA,"Zotu33",0.001884,"8"
"312",312,"Zotu1773","Zotu1773",NA,8,"other","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prolixibacteraceae","BSV13","uncultured_bacterium","Zotu1773",0.000168,"8"
"313",313,"Zotu330","Zotu330",NA,13,"other","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Microbacteriaceae","Agromyces",NA,"Zotu330",0.000247,"13"
"314",314,"Zotu331","Zotu331",NA,0,"other","Bacteria","Zixibacteria","Zixibacteria","Zixibacteria","Zixibacteria","Zixibacteria","uncultured_prokaryote","Zotu331",0.000685,"0"
"315",315,"Zotu332","Zotu332",NA,1,"other","Bacteria","Nitrospirota","Thermodesulfovibrionia","uncultured","uncultured","uncultured","uncultured_bacterium","Zotu332",0.000723,"1"
"316",316,"Zotu333","Zotu333",NA,0,"other","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Nitrosomonadaceae","Ellin6067",NA,"Zotu333",0.000702,"0"
"317",317,"Zotu334","Zotu334",NA,1,"other","Bacteria","Desulfobacterota","Desulfuromonadia","Geobacterales","Geobacteraceae","uncultured",NA,"Zotu334",0.001195,"1"
"318",318,"Zotu335","Zotu335",NA,13,"other","Bacteria","Desulfobacterota","Desulfuromonadia","Geobacterales","Geobacteraceae",NA,NA,"Zotu335",0.000771,"13"
"319",319,"Zotu336","Zotu336",NA,6,"diff","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium_sensu_stricto_1",NA,"Zotu336",0.001303,"6"
"320",320,"Zotu341","Zotu341",NA,1,"other","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","SB-5","SB-5","uncultured_bacterium","Zotu341",0.000353,"1"
"321",321,"Zotu342","Zotu342",NA,20,"other","Bacteria","Desulfobacterota","Desulfuromonadia","Desulfuromonadia","Geothermobacteraceae","Geothermobacter",NA,"Zotu342",0.001365,"20"
"322",322,"Zotu1747","Zotu1747",NA,20,"other","Bacteria","Desulfobacterota","Desulfuromonadia","Desulfuromonadia","Geothermobacteraceae","Geothermobacter",NA,"Zotu1747",0.000153,"20"
"323",323,"Zotu343","Zotu343",NA,1,"other","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidetes_BD2-2","Bacteroidetes_BD2-2",NA,"Zotu343",0.000413,"1"
"324",324,"Zotu344","Zotu344",NA,1,"other","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","P3OB-42","uncultured_soil","Zotu344",0.000342,"1"
"325",325,"Zotu345","Zotu345",NA,8,"other","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prolixibacteraceae","uncultured",NA,"Zotu345",0.000748,"8"
"326",326,"Zotu10402","Zotu10402",NA,8,"other","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidetes_vadinHA17","Bacteroidetes_vadinHA17","uncultured_bacterium","Zotu10402",0.00096,"8"
"327",327,"Zotu346","Zotu346",NA,13,"other","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","SC-I-84","SC-I-84",NA,"Zotu346",0.000651,"13"
"328",328,"Zotu347","Zotu347",NA,0,"other","Bacteria","Proteobacteria","Alphaproteobacteria","Reyranellales","Reyranellaceae","Reyranella",NA,"Zotu347",0.000552,"0"
"329",329,"Zotu349","Zotu349",NA,0,"other","Bacteria","Sva0485","Sva0485","Sva0485","Sva0485","Sva0485","uncultured_delta","Zotu349",0.000728,"0"
"330",330,"Zotu271","Zotu271",NA,29,"other","Bacteria","MBNT15","MBNT15","MBNT15","MBNT15","MBNT15",NA,"Zotu271",0.000996,"other"
"331",331,"Zotu350","Zotu350",NA,0,"other","Bacteria","Chloroflexi","Anaerolineae","Anaerolineae","Anaerolineae","Anaerolineae","uncultured_Bellilinea","Zotu350",0.000566,"0"
"332",332,"Zotu351","Zotu351",NA,6,"other","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium_sensu_stricto_5","uncultured_bacterium","Zotu351",0.000927,"6"
"333",333,"Zotu353","Zotu353",NA,13,"other","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Nitrosomonadaceae","Ellin6067",NA,"Zotu353",0.00066,"13"
"334",334,"Zotu1314","Zotu1314",NA,13,"other","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Nitrosomonadaceae","Ellin6067",NA,"Zotu1314",0.000152,"13"
"335",335,"Zotu359","Zotu359",NA,14,"other","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae","ADurb.Bin063-1",NA,"Zotu359",0.001171,"14"
"336",336,"Zotu178","Zotu178",NA,14,"other","Bacteria","Nitrospirota","4-29-1","4-29-1","4-29-1","4-29-1","uncultured_proteobacterium","Zotu178",0.001455,"14"
"337",337,"Zotu36","Zotu36",NA,1,"other","Bacteria","Spirochaetota","Leptospirae","Leptospirales","Leptospiraceae","Leptonema","uncultured_bacterium","Zotu36",0.001239,"1"
"338",338,"Zotu361","Zotu361",NA,0,"other","Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","uncultured",NA,"Zotu361",0.000776,"0"
"339",339,"Zotu1663","Zotu1663",NA,0,"other","Bacteria","Myxococcota","Polyangia","Polyangiales","BIrii41","BIrii41",NA,"Zotu1663",0.000137,"0"
"340",340,"Zotu362","Zotu362",NA,0,"other","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Nitrosomonadaceae","Ellin6067",NA,"Zotu362",0.000539,"0"
"341",341,"Zotu1737","Zotu1737",NA,13,"other","Bacteria","Acidobacteriota","Subgroup_22","Subgroup_22","Subgroup_22","Subgroup_22",NA,"Zotu1737",0.000113,"13"
"342",342,"Zotu365","Zotu365",NA,1,"other","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Rhodocyclaceae",NA,NA,"Zotu365",0.000525,"1"
"343",343,"Zotu366","Zotu366",NA,0,"other","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","A21b","A21b",NA,"Zotu366",0.000619,"0"
"344",344,"Zotu368","Zotu368",NA,0,"diff","Bacteria","Proteobacteria","Gammaproteobacteria","Ectothiorhodospirales","Thioalkalispiraceae","Thioalkalispira-Sulfurivermis",NA,"Zotu368",0.000574,"0"
"345",345,"Zotu371","Zotu371",NA,0,"other","Bacteria","Latescibacterota","Latescibacterota","Latescibacterota","Latescibacterota","Latescibacterota","uncultured_bacterium","Zotu371",0.00062,"0"
"346",346,"Zotu373","Zotu373",NA,13,"other","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus",NA,"Zotu373",0.000238,"13"
"347",347,"Zotu374","Zotu374",NA,6,"other","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium_sensu_stricto_1",NA,"Zotu374",0.000349,"6"
"348",348,"Zotu376","Zotu376",NA,0,"other","Bacteria","Actinobacteriota","Thermoleophilia","Gaiellales","uncultured","uncultured","uncultured_actinobacterium","Zotu376",0.000586,"0"
"349",349,"Zotu377","Zotu377",NA,15,"diff","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Methylophilaceae","Methylobacillus","uncultured_bacterium","Zotu377",0.000384,"15"
"350",350,"Zotu378","Zotu378",NA,8,"other","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Rhodocyclaceae","Propionivibrio","uncultured_bacterium","Zotu378",0.000575,"8"
"351",351,"Zotu38","Zotu38",NA,16,"other","Bacteria","Nitrospirota","Thermodesulfovibrionia","uncultured","uncultured","uncultured","uncultured_Nitrospiraceae","Zotu38",0.002503,"other"
"352",352,"Zotu248","Zotu248",NA,16,"other","Bacteria","Nitrospirota","Thermodesulfovibrionia","uncultured","uncultured","uncultured",NA,"Zotu248",0.000615,"other"
"353",353,"Zotu380","Zotu380",NA,0,"other","Bacteria","Fibrobacterota","Chitinivibrionia","uncultured","uncultured","uncultured","uncultured_bacterium","Zotu380",0.000622,"0"
"354",354,"Zotu381","Zotu381",NA,1,"other","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidetes_BD2-2","Bacteroidetes_BD2-2","uncultured_prokaryote","Zotu381",0.000236,"1"
"355",355,"Zotu384","Zotu384",NA,13,"other","Bacteria","Acidobacteriota","Holophagae","Subgroup_7","Subgroup_7","Subgroup_7","Acidobacteria_bacterium","Zotu384",0.000326,"13"
"356",356,"Zotu387","Zotu387",NA,8,"other","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Hydrogenophaga",NA,"Zotu387",0.001548,"8"
"357",357,"Zotu388","Zotu388",NA,0,"other","Bacteria","Chloroflexi","Anaerolineae","SJA-15","SJA-15","SJA-15",NA,"Zotu388",0.000498,"0"
"358",358,"Zotu391","Zotu391",NA,6,"other","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium_sensu_stricto_1",NA,"Zotu391",0.00022,"6"
"359",359,"Zotu392","Zotu392",NA,17,"other","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Gallionellaceae","Sideroxydans",NA,"Zotu392",0.000743,"other"
"360",360,"Zotu151","Zotu151",NA,17,"other","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Gallionellaceae","Sideroxydans","uncultured_soil","Zotu151",0.001977,"other"
"361",361,"Zotu393","Zotu393",NA,13,"other","Bacteria","Myxococcota","Polyangia","Polyangiales","Polyangiaceae",NA,NA,"Zotu393",0.000528,"13"
"362",362,"Zotu1224","Zotu1224",NA,13,"other","Bacteria","Myxococcota","Polyangia","Polyangiales","Polyangiaceae","Polyangium","uncultured_bacterium","Zotu1224",0.000134,"13"
"363",363,"Zotu395","Zotu395",NA,21,"other","Bacteria","SAR324_clade(Marine_group_B)","SAR324_clade(Marine_group_B)","SAR324_clade(Marine_group_B)","SAR324_clade(Marine_group_B)","SAR324_clade(Marine_group_B)",NA,"Zotu395",0.000712,"21"
"364",364,"Zotu1131","Zotu1131",NA,21,"other","Bacteria","Chloroflexi","Dehalococcoidia","Dehalococcoidales","uncultured","uncultured","uncultured_bacterium","Zotu1131",0.000189,"21"
"365",365,"Zotu1594","Zotu1594",NA,21,"other","Bacteria","Acidobacteriota","Thermoanaerobaculia","Thermoanaerobaculales","Thermoanaerobaculaceae","TPD-58","uncultured_bacterium","Zotu1594",0.000128,"21"
"366",366,"Zotu3954","Zotu3954",NA,8,"other","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Rhodocyclaceae","uncultured",NA,"Zotu3954",0.000225,"8"
"367",367,"Zotu1631","Zotu1631",NA,8,"other","Bacteria","Verrucomicrobiota","Kiritimatiellae","WCHB1-41","WCHB1-41","WCHB1-41","uncultured_Verrucomicrobia","Zotu1631",0.000126,"8"
"368",368,"Zotu4","Zotu4",NA,0,"other","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Hydrogenophilaceae","Thiobacillus",NA,"Zotu4",0.033315,"0"
"369",369,"Zotu40","Zotu40",NA,5,"other","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Sutterellaceae","uncultured",NA,"Zotu40",0.005057,"other"
"370",370,"Zotu400","Zotu400",NA,1,"diff","Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","Haliangium",NA,"Zotu400",0.000411,"1"
"371",371,"Zotu401","Zotu401",NA,0,"other","Bacteria","Acidobacteriota","Acidobacteriae","Solibacterales","Solibacteraceae","Candidatus_Solibacter",NA,"Zotu401",0.000573,"0"
"372",372,"Zotu403","Zotu403",NA,1,"other","Bacteria","Desulfobacterota","Desulfuromonadia","Geobacterales","Geobacteraceae","uncultured","uncultured_bacterium","Zotu403",0.000537,"1"
"373",373,"Zotu404","Zotu404",NA,13,"other","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae",NA,NA,"Zotu404",0.00048,"13"
"374",374,"Zotu405","Zotu405",NA,18,"other","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium_sensu_stricto_10","uncultured_bacterium","Zotu405",0.000263,"other"
"375",375,"Zotu1379","Zotu1379",NA,18,"other","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium_sensu_stricto_10","uncultured_bacterium","Zotu1379",0.00016,"other"
"376",376,"Zotu406","Zotu406",NA,1,"other","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA,NA,"Zotu406",0.000264,"1"
"377",377,"Zotu408","Zotu408",NA,13,"other","Bacteria","Myxococcota","Polyangia","Polyangiales","Polyangiaceae","Pajaroellobacter",NA,"Zotu408",0.000549,"13"
"378",378,"Zotu409","Zotu409",NA,5,"other","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","SC-I-84","SC-I-84",NA,"Zotu409",0.000573,"other"
"379",379,"Zotu305","Zotu305",NA,5,"other","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","SC-I-84","SC-I-84",NA,"Zotu305",0.000809,"other"
"380",380,"Zotu410","Zotu410",NA,6,"diff","Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Peptostreptococcaceae","Romboutsia",NA,"Zotu410",0.00074,"6"
"381",381,"Zotu411","Zotu411",NA,1,"other","Bacteria","Desulfobacterota","Desulfuromonadia","Geobacterales","Geobacteraceae","uncultured","uncultured_bacterium","Zotu411",0.000761,"1"
"382",382,"Zotu413","Zotu413",NA,1,"other","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae",NA,NA,"Zotu413",0.000209,"1"
"383",383,"Zotu417","Zotu417",NA,1,"other","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales",NA,NA,NA,"Zotu417",0.000651,"1"
"384",384,"Zotu419","Zotu419",NA,0,"other","Bacteria","Chloroflexi","Anaerolineae","SJA-15","SJA-15","SJA-15",NA,"Zotu419",0.000477,"0"
"385",385,"Zotu423","Zotu423",NA,0,"other","Bacteria","Acidobacteriota","Acidobacteriae","Solibacterales","Solibacteraceae","Candidatus_Solibacter",NA,"Zotu423",0.000491,"0"
"386",386,"Zotu425","Zotu425",NA,13,"other","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Saprospiraceae","uncultured",NA,"Zotu425",0.000485,"13"
"387",387,"Zotu427","Zotu427",NA,0,"other","Bacteria","Acidobacteriota",NA,NA,NA,NA,NA,"Zotu427",0.000476,"0"
"388",388,"Zotu4274","Zotu4274",NA,21,"other","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Dinghuibacter",NA,"Zotu4274",0.000413,"21"
"389",389,"Zotu10892","Zotu10892",NA,21,"other","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Aurantisolimonas",NA,"Zotu10892",0.000144,"21"
"390",390,"Zotu1099","Zotu1099",NA,21,"other","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Lentimicrobiaceae","Lentimicrobiaceae","uncultured_bacterium","Zotu1099",0.000212,"21"
"391",391,"Zotu1186","Zotu1186",NA,21,"other","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Lentimicrobiaceae","Lentimicrobiaceae","uncultured_bacterium","Zotu1186",0.000204,"21"
"392",392,"Zotu428","Zotu428",NA,0,"other","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","TRA3-20","TRA3-20",NA,"Zotu428",0.000531,"0"
"393",393,"Zotu429","Zotu429",NA,0,"other","Bacteria","Nitrospirota","4-29-1","4-29-1","4-29-1","4-29-1",NA,"Zotu429",0.000548,"0"
"394",394,"Zotu43","Zotu43",NA,1,"other","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Rhodocyclaceae","uncultured",NA,"Zotu43",0.001122,"1"
"395",395,"Zotu430","Zotu430",NA,1,"diff","Bacteria","Desulfobacterota","Desulfuromonadia","Geobacterales","Geobacteraceae","uncultured","uncultured_bacterium","Zotu430",0.00059,"1"
"396",396,"Zotu432","Zotu432",NA,13,"other","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Intrasporangiaceae","Intrasporangium","uncultured_bacterium","Zotu432",0.000262,"13"
"397",397,"Zotu436","Zotu436",NA,13,"other","Bacteria","Acidobacteriota","Thermoanaerobaculia","Thermoanaerobaculales","Thermoanaerobaculaceae","Subgroup_10","uncultured_prokaryote","Zotu436",0.000352,"13"
"398",398,"Zotu437","Zotu437",NA,13,"other","Bacteria","Proteobacteria","Gammaproteobacteria","Steroidobacterales","Steroidobacteraceae","uncultured",NA,"Zotu437",0.000511,"13"
"399",399,"Zotu418","Zotu418",NA,13,"other","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","SC-I-84","SC-I-84","uncultured_beta","Zotu418",0.00056,"13"
"400",400,"Zotu438","Zotu438",NA,13,"other","Bacteria","Acidobacteriota","Holophagae","Subgroup_7","Subgroup_7","Subgroup_7","uncultured_Thermaerobacter","Zotu438",0.000514,"13"
"401",401,"Zotu44","Zotu44",NA,19,"other","Bacteria","Myxococcota","Myxococcia","Myxococcales","Anaeromyxobacteraceae","Anaeromyxobacter",NA,"Zotu44",0.000673,"other"
"402",402,"Zotu30","Zotu30",NA,19,"other","Bacteria","Myxococcota","Myxococcia","Myxococcales","Anaeromyxobacteraceae","Anaeromyxobacter","uncultured_Anaeromyxobacter","Zotu30",0.00071,"other"
"403",403,"Zotu444","Zotu444",NA,1,"diff","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae",NA,NA,"Zotu444",0.000319,"1"
"404",404,"Zotu448","Zotu448",NA,0,"other","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","P3OB-42","uncultured_Stigmatella","Zotu448",0.000418,"0"
"405",405,"Zotu1074","Zotu1074",NA,0,"other","Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","Haliangium","uncultured_bacterium","Zotu1074",0.000161,"0"
"406",406,"Zotu1625","Zotu1625",NA,13,"other","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","P3OB-42","metagenome","Zotu1625",0.000105,"13"
"407",407,"Zotu449","Zotu449",NA,20,"other","Bacteria","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Roseomonas","Roseomonas_wooponensis","Zotu449",0.000591,"20"
"408",408,"Zotu454","Zotu454",NA,13,"other","Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae",NA,NA,"Zotu454",0.000424,"13"
"409",409,"Zotu1297","Zotu1297",NA,13,"other","Bacteria","Sva0485","Sva0485","Sva0485","Sva0485","Sva0485",NA,"Zotu1297",0.000146,"13"
"410",410,"Zotu456","Zotu456",NA,13,"other","Bacteria","Acidobacteriota","Thermoanaerobaculia","Thermoanaerobaculales","Thermoanaerobaculaceae","Subgroup_10","uncultured_soil","Zotu456",0.000392,"13"
"411",411,"Zotu460","Zotu460",NA,0,"other","Bacteria","Latescibacterota","Latescibacterota","Latescibacterota","Latescibacterota","Latescibacterota","metagenome","Zotu460",0.000512,"0"
"412",412,"Zotu461","Zotu461",NA,1,"diff","Bacteria","Desulfobacterota","Desulfobulbia","Desulfobulbales","uncultured","uncultured","uncultured_bacterium","Zotu461",0.000651,"1"
"413",413,"Zotu462","Zotu462",NA,0,"other","Bacteria","MBNT15","MBNT15","MBNT15","MBNT15","MBNT15","uncultured_bacterium","Zotu462",0.000441,"0"
"414",414,"Zotu4621","Zotu4621",NA,1,"other","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Rhodocyclaceae",NA,NA,"Zotu4621",0.000285,"1"
"415",415,"Zotu464","Zotu464",NA,21,"other","Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","uncultured","Gemmatimonadetes_bacterium","Zotu464",0.000458,"21"
"416",416,"Zotu465","Zotu465",NA,31,"other","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prolixibacteraceae","WCHB1-32","uncultured_bacterium","Zotu465",0.000276,"other"
"417",417,"Zotu470","Zotu470",NA,0,"other","Bacteria","Acidobacteriota","Subgroup_21","Subgroup_21","Subgroup_21","Subgroup_21","uncultured_bacterium","Zotu470",0.00034,"0"
"418",418,"Zotu369","Zotu369",NA,0,"other","Bacteria","Acidobacteriota","Subgroup_21","Subgroup_21","Subgroup_21","Subgroup_21","uncultured_bacterium","Zotu369",0.000577,"0"
"419",419,"Zotu471","Zotu471",NA,6,"diff","Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Peptostreptococcaceae","Sporacetigenium","uncultured_bacterium","Zotu471",0.000559,"6"
"420",420,"Zotu1726","Zotu1726",NA,6,"diff","Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Peptostreptococcaceae","Sporacetigenium","uncultured_bacterium","Zotu1726",0.000136,"6"
"421",421,"Zotu477","Zotu477",NA,2,"other","Bacteria","Proteobacteria","Gammaproteobacteria","Methylococcales","Methylomonadaceae","Methylomonas","uncultured_bacterium","Zotu477",0.00031,"2"
"422",422,"Zotu1203","Zotu1203",NA,2,"other","Bacteria","Proteobacteria","Gammaproteobacteria","Methylococcales","Methylomonadaceae","Methylomonas",NA,"Zotu1203",0.000127,"2"
"423",423,"Zotu479","Zotu479",NA,0,"other","Bacteria","Myxococcota","Polyangia","Polyangiales","Sandaracinaceae","uncultured","uncultured_bacterium","Zotu479",0.000418,"0"
"424",424,"Zotu4790","Zotu4790",NA,8,"other","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Shinella","alpha_proteobacterium","Zotu4790",0.000121,"8"
"425",425,"Zotu48","Zotu48",NA,13,"other","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Intrasporangiaceae","Intrasporangium","uncultured_bacterium","Zotu48",0.001811,"13"
"426",426,"Zotu1018","Zotu1018",NA,13,"other","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Methylocystis","uncultured_bacterium","Zotu1018",0.000157,"13"
"427",427,"Zotu480","Zotu480",NA,1,"other","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Rhodocyclaceae","Sulfuritalea","uncultured_bacterium","Zotu480",0.001704,"1"
"428",428,"Zotu481","Zotu481",NA,1,"other","Bacteria","Zixibacteria","Zixibacteria","Zixibacteria","Zixibacteria","Zixibacteria","uncultured_bacterium","Zotu481",0.000476,"1"
"429",429,"Zotu1327","Zotu1327",NA,1,"other","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Rhodanobacteraceae","Rhodanobacter",NA,"Zotu1327",0.000162,"1"
"430",430,"Zotu482","Zotu482",NA,1,"other","Bacteria","Desulfobacterota","Desulfobulbia","Desulfobulbales","Desulfobulbaceae","uncultured","uncultured_bacterium","Zotu482",0.000386,"1"
