"","X","feature","method","group1","group2","p_values","adj_method","p_adjust","Compartment","Experiment","Variety","Timepoint","logFC","int_all","def_all","level1","level2","level3"
"3544",3544,"ko00900","LinDA","Defoliation","Intact",0.827971531901812,"BH",0.994143848804973,"Rhizosphere","Exp1","MH63","day3",0.0174931183058302,0.00904889476931282,0.0091592832787705,"Terpenoid backbone biosynthesis","Metabolism of terpenoids and polyketides","Metabolism"
"3545",3545,"ko00901","LinDA","Defoliation","Intact",0.992040069485059,"BH",0.995311508471136,"Rhizosphere","Exp1","MH63","day3",0.0511445479672688,4.07098205327262e-05,4.21788981988445e-05,"Indole alkaloid biosynthesis","Biosynthesis of other secondary metabolites","Metabolism"
"3547",3547,"ko00903","LinDA","Defoliation","Intact",0.00631283641320242,"BH",0.0826981570129517,"Rhizosphere","Exp1","MH63","day3",-0.223560365165866,0.00149926328765645,0.00128404289123258,"Limonene and pinene degradation","Metabolism of terpenoids and polyketides","Metabolism"
"3548",3548,"ko00471","LinDA","Defoliation","Intact",0.751433160468932,"BH",0.994143848804973,"Rhizosphere","Exp1","MH63","day3",0.0121139827088988,0.00241119580611307,0.00243152730991257,"D-Glutamine and D-glutamate metabolism","Metabolism of other amino acids","Metabolism"
"3549",3549,"ko00472","LinDA","Defoliation","Intact",0.0213573562067917,"BH",0.16114384965611,"Rhizosphere","Exp1","MH63","day3",0.221423077107821,0.000233191294691396,0.000271873777584249,"D-Arginine and D-ornithine metabolism","Metabolism of other amino acids","Metabolism"
"3550",3550,"ko00473","LinDA","Defoliation","Intact",0.517590291880209,"BH",0.912243600802037,"Rhizosphere","Exp1","MH63","day3",0.0741928352038568,0.00181860605892497,0.00191457728715023,"D-Alanine metabolism","Metabolism of other amino acids","Metabolism"
"3555",3555,"ko00240","LinDA","Defoliation","Intact",0.969940570984336,"BH",0.994143848804973,"Rhizosphere","Exp1","MH63","day3",0.0349656860655227,0.0265304846427706,0.0271813425538805,"Pyrimidine metabolism","Nucleotide metabolism","Metabolism"
"3556",3556,"ko04012","LinDA","Defoliation","Intact",0.253987998202113,"BH",0.610503261733519,"Rhizosphere","Exp1","MH63","day3",-0.883369989203739,3.65360838549612e-08,1.98061986849968e-08,"ErbB signaling pathway","Signal transduction","Environmental Information Processing"
"3557",3557,"ko04013","LinDA","Defoliation","Intact",0.253987998202113,"BH",0.610503261733519,"Rhizosphere","Exp1","MH63","day3",-0.883369989203739,3.65360838549612e-08,1.98061986849968e-08,"MAPK signaling pathway - fly","Signal transduction","Environmental Information Processing"
"3558",3558,"ko04010","LinDA","Defoliation","Intact",0.253987998202113,"BH",0.610503261733519,"Rhizosphere","Exp1","MH63","day3",-0.883369989203739,3.65360838549612e-08,1.98061986849968e-08,"MAPK signaling pathway","Signal transduction","Environmental Information Processing"
"3559",3559,"ko04011","LinDA","Defoliation","Intact",0.253222753844479,"BH",0.610503261733519,"Rhizosphere","Exp1","MH63","day3",-0.0262063913702022,0.000646458241269567,0.000634821411643821,"MAPK signaling pathway - yeast","Signal transduction","Environmental Information Processing"
"3560",3560,"ko00944","LinDA","Defoliation","Intact",0.0175051080052144,"BH",0.152877943245539,"Rhizosphere","Exp1","MH63","day3",-0.508764461093796,2.19743514612463e-05,1.54441034811113e-05,"Flavone and flavonol biosynthesis","Biosynthesis of other secondary metabolites","Metabolism"
"3562",3562,"ko04070","LinDA","Defoliation","Intact",0.456993660470441,"BH",0.867625645240982,"Rhizosphere","Exp1","MH63","day3",0.0626590968646892,0.00203222945226276,0.00212243798121582,"Phosphatidylinositol signaling system","Signal transduction","Environmental Information Processing"
"3564",3564,"ko04310","LinDA","Defoliation","Intact",0.00506399959563003,"BH",0.0780451702385334,"Rhizosphere","Exp1","MH63","day3",-0.997220974063812,5.89126507198415e-06,2.95131209977906e-06,"Wnt signaling pathway","Signal transduction","Environmental Information Processing"
"3566",3566,"ko00770","LinDA","Defoliation","Intact",0.769028573895995,"BH",0.994143848804973,"Rhizosphere","Exp1","MH63","day3",0.0122942150861876,0.0103662284683246,0.0104549438288937,"Pantothenate and CoA biosynthesis","Metabolism of cofactors and vitamins","Metabolism"
"3569",3569,"ko00670","LinDA","Defoliation","Intact",0.698923734353755,"BH",0.994143848804973,"Rhizosphere","Exp1","MH63","day3",0.0571543772476537,0.0084005416840416,0.00874002093882745,"One carbon pool by folate","Metabolism of cofactors and vitamins","Metabolism"
"3573",3573,"ko00930","LinDA","Defoliation","Intact",0.00492049604110876,"BH",0.0780451702385334,"Rhizosphere","Exp1","MH63","day3",-0.351543767104893,0.00102095757457022,0.000800170390783597,"Caprolactam degradation","Xenobiotics biodegradation and metabolism","Metabolism"
"3578",3578,"ko00564","LinDA","Defoliation","Intact",0.974414756554288,"BH",0.997403591737096,"Rhizosphere","Exp1","MH63","day5",0.00378939011428912,0.00920719147909961,0.00923140692323595,"Glycerophospholipid metabolism","Lipid metabolism","Metabolism"
"3579",3579,"ko00680","LinDA","Defoliation","Intact",0.852446799504814,"BH",0.997403591737096,"Rhizosphere","Exp1","MH63","day5",-0.0147456140703994,0.0156779888985038,0.0155185621711801,"Methane metabolism","Energy metabolism","Metabolism"
"3580",3580,"ko00562","LinDA","Defoliation","Intact",0.863557502906492,"BH",0.997403591737096,"Rhizosphere","Exp1","MH63","day5",0.0137349948312792,0.00219427331822205,0.0022152633766005,"Inositol phosphate metabolism","Carbohydrate metabolism","Metabolism"
"3581",3581,"ko00563","LinDA","Defoliation","Intact",0.00965184164556353,"BH",0.997403591737096,"Rhizosphere","Exp1","MH63","day5",-1.21148142570071,5.05471780500756e-07,2.18275336527023e-07,"Glycosylphosphatidylinositol (GPI)-anchor biosynthesis","Glycan biosynthesis and metabolism","Metabolism"
"3583",3583,"ko00561","LinDA","Defoliation","Intact",0.759979130809567,"BH",0.997403591737096,"Rhizosphere","Exp1","MH63","day5",-0.0271381953602315,0.00471116436034911,0.00462337207002019,"Glycerolipid metabolism","Lipid metabolism","Metabolism"
"3584",3584,"ko00440","LinDA","Defoliation","Intact",0.438838680908126,"BH",0.997403591737096,"Rhizosphere","Exp1","MH63","day5",-0.0461923803901736,0.000452238142967278,0.000437987682497273,"Phosphonate and phosphinate metabolism","Metabolism of other amino acids","Metabolism"
"3585",3585,"ko00250","LinDA","Defoliation","Intact",0.885259160505483,"BH",0.997403591737096,"Rhizosphere","Exp1","MH63","day5",-0.0112793054269779,0.0151430983824796,0.0150251679304303,"Alanine, aspartate and glutamate metabolism","Amino acid metabolism","Metabolism"
"3587",3587,"ko00740","LinDA","Defoliation","Intact",0.882195744755783,"BH",0.997403591737096,"Rhizosphere","Exp1","MH63","day5",-0.0131851245770801,0.00377750706055303,0.00374314082711825,"Riboflavin metabolism","Metabolism of cofactors and vitamins","Metabolism"
"3590",3590,"ko00010","LinDA","Defoliation","Intact",0.711365690553256,"BH",0.997403591737096,"Rhizosphere","Exp1","MH63","day5",-0.0336735936540831,0.0156878987013121,0.0153259715357097,"Glycolysis / Gluconeogenesis","Carbohydrate metabolism","Metabolism"
"3592",3592,"ko00195","LinDA","Defoliation","Intact",0.854853720724865,"BH",0.997403591737096,"Rhizosphere","Exp1","MH63","day5",-0.0164047414162285,0.00625563303988283,0.00618490375045893,"Photosynthesis","Energy metabolism","Metabolism"
"3595",3595,"ko00760","LinDA","Defoliation","Intact",0.975727017071867,"BH",0.997403591737096,"Rhizosphere","Exp1","MH63","day5",-0.000796255648416875,0.00750527445886423,0.00750113327300132,"Nicotinate and nicotinamide metabolism","Metabolism of cofactors and vitamins","Metabolism"
"3596",3596,"ko00920","LinDA","Defoliation","Intact",0.757091497576831,"BH",0.997403591737096,"Rhizosphere","Exp1","MH63","day5",0.0310739595678018,0.00561509341363272,0.00573734782385315,"Sulfur metabolism","Energy metabolism","Metabolism"
"3597",3597,"ko00311","LinDA","Defoliation","Intact",0.519319984559222,"BH",0.997403591737096,"Rhizosphere","Exp1","MH63","day5",0.0933318641159858,0.000291433009742028,0.000310909814825704,"Penicillin and cephalosporin biosynthesis","Biosynthesis of other secondary metabolites","Metabolism"
"3598",3598,"ko00310","LinDA","Defoliation","Intact",0.725984356538362,"BH",0.997403591737096,"Rhizosphere","Exp1","MH63","day5",0.0347816499104003,0.00457557868082178,0.00468723089654039,"Lysine degradation","Amino acid metabolism","Metabolism"
"3600",3600,"ko00600","LinDA","Defoliation","Intact",0.778713659328022,"BH",0.997403591737096,"Rhizosphere","Exp1","MH63","day5",0.0291297941733213,0.00129945804502,0.00132596238461466,"Sphingolipid metabolism","Lipid metabolism","Metabolism"
"3603",3603,"ko00604","LinDA","Defoliation","Intact",0.48633799613511,"BH",0.997403591737096,"Rhizosphere","Exp1","MH63","day5",0.105306710047588,0.000228638873438971,0.00024595210850525,"Glycosphingolipid biosynthesis - ganglio series","Glycan biosynthesis and metabolism","Metabolism"
"3608",3608,"ko00909","LinDA","Defoliation","Intact",0.175368971862664,"BH",0.997403591737096,"Rhizosphere","Exp1","MH63","day5",0.531409886328546,1.21830074589274e-05,1.76085999115896e-05,"Sesquiterpenoid and triterpenoid biosynthesis","Metabolism of terpenoids and polyketides","Metabolism"
"3609",3609,"ko00513","LinDA","Defoliation","Intact",0.688151555898537,"BH",0.997403591737096,"Rhizosphere","Exp1","MH63","day5",0.125695686328552,2.04265298766845e-06,2.22860328065008e-06,"Various types of N-glycan biosynthesis","Glycan biosynthesis and metabolism","Metabolism"
"3611",3611,"ko00510","LinDA","Defoliation","Intact",0.835887420024658,"BH",0.997403591737096,"Rhizosphere","Exp1","MH63","day5",-0.0196686902079925,0.000647742256175179,0.000638971317768336,"N-Glycan biosynthesis","Glycan biosynthesis and metabolism","Metabolism"
"3615",3615,"ko00450","LinDA","Defoliation","Intact",0.979620230928814,"BH",0.997403591737096,"Rhizosphere","Exp1","MH63","day5",-0.000683413447492789,0.00762799599797414,0.00762438342542282,"Selenocompound metabolism","Metabolism of other amino acids","Metabolism"
"3616",3616,"ko01051","LinDA","Defoliation","Intact",0.565113102488982,"BH",0.997403591737096,"Rhizosphere","Exp1","MH63","day5",-0.0603591857950254,0.00135897957249982,0.0013032958226352,"Biosynthesis of ansamycins","Metabolism of terpenoids and polyketides","Metabolism"
"3617",3617,"ko00565","LinDA","Defoliation","Intact",0.572034274037194,"BH",0.997403591737096,"Rhizosphere","Exp1","MH63","day5",-0.0978057376791728,0.000116691378204009,0.000109042627662331,"Ether lipid metabolism","Lipid metabolism","Metabolism"
"3618",3618,"ko00524","LinDA","Defoliation","Intact",0.770319363862903,"BH",0.997403591737096,"Rhizosphere","Exp1","MH63","day5",-0.0252764278293813,0.000979509296777175,0.000962497476177098,"Neomycin, kanamycin and gentamicin biosynthesis","Biosynthesis of other secondary metabolites","Metabolism"
"3619",3619,"ko00300","LinDA","Defoliation","Intact",0.926416727832074,"BH",0.997403591737096,"Rhizosphere","Exp1","MH63","day5",-0.00750767765635431,0.0105452726050183,0.0104905383310151,"Lysine biosynthesis","Amino acid metabolism","Metabolism"
"3620",3620,"ko00905","LinDA","Defoliation","Intact",0.54569713648928,"BH",0.997403591737096,"Rhizosphere","Exp1","MH63","day5",0.651425183037357,3.65437231772138e-08,5.73999233476936e-08,"Brassinosteroid biosynthesis","Metabolism of terpenoids and polyketides","Metabolism"
"3622",3622,"ko00514","LinDA","Defoliation","Intact",0.717545729339163,"BH",0.997403591737096,"Rhizosphere","Exp1","MH63","day5",-0.220366574751527,2.09938335726878e-08,1.80200005955295e-08,"Other types of O-glycan biosynthesis","Glycan biosynthesis and metabolism","Metabolism"
"3624",3624,"ko00260","LinDA","Defoliation","Intact",0.997403591737096,"BH",0.997403591737096,"Rhizosphere","Exp1","MH63","day5",9.73947782683824e-05,0.0140584066879036,0.0140593557877352,"Glycine, serine and threonine metabolism","Amino acid metabolism","Metabolism"
"3625",3625,"ko00190","LinDA","Defoliation","Intact",0.915571603849461,"BH",0.997403591737096,"Rhizosphere","Exp1","MH63","day5",0.0114140401652708,0.0267661123654156,0.02697871530802,"Oxidative phosphorylation","Energy metabolism","Metabolism"
"3627",3627,"ko00750","LinDA","Defoliation","Intact",0.983437338693967,"BH",0.997403591737096,"Rhizosphere","Exp1","MH63","day5",0.000761329839904079,0.0032147696045448,0.00321646652999484,"Vitamin B6 metabolism","Metabolism of cofactors and vitamins","Metabolism"
"3628",3628,"ko00950","LinDA","Defoliation","Intact",0.843773306437167,"BH",0.997403591737096,"Rhizosphere","Exp1","MH63","day5",-0.018508687867303,0.00114115457883811,0.00112660793810465,"Isoquinoline alkaloid biosynthesis","Biosynthesis of other secondary metabolites","Metabolism"
"3630",3630,"ko00592","LinDA","Defoliation","Intact",0.465849861174415,"BH",0.997403591737096,"Rhizosphere","Exp1","MH63","day5",0.0937044219708106,0.000495408888785247,0.000528654138422481,"alpha-Linolenic acid metabolism","Lipid metabolism","Metabolism"
"3631",3631,"ko00591","LinDA","Defoliation","Intact",0.831749809103922,"BH",0.997403591737096,"Rhizosphere","Exp1","MH63","day5",-0.0212637441691291,0.000305744990581358,0.000301271691164803,"Linoleic acid metabolism","Lipid metabolism","Metabolism"
"3632",3632,"ko00590","LinDA","Defoliation","Intact",0.667702766165713,"BH",0.997403591737096,"Rhizosphere","Exp1","MH63","day5",0.0453596623847139,0.00105143488366951,0.00108501814380182,"Arachidonic acid metabolism","Lipid metabolism","Metabolism"
"3633",3633,"ko00062","LinDA","Defoliation","Intact",0.368249913726967,"BH",0.997403591737096,"Rhizosphere","Exp1","MH63","day5",0.252359952751397,4.25553843891471e-05,5.06900165706047e-05,"Fatty acid elongation","Lipid metabolism","Metabolism"
"3634",3634,"ko00061","LinDA","Defoliation","Intact",0.937692718909561,"BH",0.997403591737096,"Rhizosphere","Exp1","MH63","day5",-0.00583134327224847,0.00976801358002888,0.00972861115834913,"Fatty acid biosynthesis","Lipid metabolism","Metabolism"
"3636",3636,"ko03070","LinDA","Defoliation","Intact",0.652515791930597,"BH",0.997403591737096,"Rhizosphere","Exp1","MH63","day5",0.0448305972250123,0.0156501616409833,0.0161441127482854,"Bacterial secretion system","Membrane transport","Environmental Information Processing"
"3637",3637,"ko00253","LinDA","Defoliation","Intact",0.904504003483745,"BH",0.997403591737096,"Rhizosphere","Exp1","MH63","day5",-0.0115851183580003,0.00256998947997605,0.00254943461091797,"Tetracycline biosynthesis","Metabolism of terpenoids and polyketides","Metabolism"
"3639",3639,"ko04370","LinDA","Defoliation","Intact",0.163991344468709,"BH",0.997403591737096,"Rhizosphere","Exp1","MH63","day5",-0.502324111145131,1.68952414504149e-07,1.192750967945e-07,"VEGF signaling pathway","Signal transduction","Environmental Information Processing"
"3641",3641,"ko00380","LinDA","Defoliation","Intact",0.704205161635424,"BH",0.997403591737096,"Rhizosphere","Exp1","MH63","day5",0.0427433024356802,0.00534740148236906,0.00550820136178489,"Tryptophan metabolism","Amino acid metabolism","Metabolism"
"3642",3642,"ko00500","LinDA","Defoliation","Intact",0.806072826134106,"BH",0.997403591737096,"Rhizosphere","Exp1","MH63","day5",-0.0226309275880354,0.010228045816414,0.0100688547692444,"Starch and sucrose metabolism","Carbohydrate metabolism","Metabolism"
"3650",3650,"ko00625","LinDA","Defoliation","Intact",0.845793986879355,"BH",0.997403591737096,"Rhizosphere","Exp1","MH63","day5",-0.0165791884446722,0.00237521668403454,0.00234807736556324,"Chloroalkane and chloroalkene degradation","Xenobiotics biodegradation and metabolism","Metabolism"
"3651",3651,"ko00624","LinDA","Defoliation","Intact",0.774284269700113,"BH",0.997403591737096,"Rhizosphere","Exp1","MH63","day5",0.0815056326150232,0.000266851685863057,0.000282361571993605,"Polycyclic aromatic hydrocarbon degradation","Xenobiotics biodegradation and metabolism","Metabolism"
"3652",3652,"ko00627","LinDA","Defoliation","Intact",0.71491990264478,"BH",0.997403591737096,"Rhizosphere","Exp1","MH63","day5",0.0512874414625933,0.00282999843695395,0.0029324137952811,"Aminobenzoate degradation","Xenobiotics biodegradation and metabolism","Metabolism"
"3653",3653,"ko00626","LinDA","Defoliation","Intact",0.928691855172489,"BH",0.997403591737096,"Rhizosphere","Exp1","MH63","day5",0.0117436852340168,0.00173436189806888,0.00174853739809705,"Naphthalene degradation","Xenobiotics biodegradation and metabolism","Metabolism"
"3654",3654,"ko00621","LinDA","Defoliation","Intact",0.762789394783181,"BH",0.997403591737096,"Rhizosphere","Exp1","MH63","day5",0.0505436659238171,0.000410304390704803,0.000424933845910335,"Dioxin degradation","Xenobiotics biodegradation and metabolism","Metabolism"
"3655",3655,"ko00620","LinDA","Defoliation","Intact",0.865496541909517,"BH",0.997403591737096,"Rhizosphere","Exp1","MH63","day5",-0.0124488321964147,0.0178228489875964,0.0176697195058408,"Pyruvate metabolism","Carbohydrate metabolism","Metabolism"
"3656",3656,"ko00623","LinDA","Defoliation","Intact",0.653970922213143,"BH",0.997403591737096,"Rhizosphere","Exp1","MH63","day5",0.0418562165901592,0.00274503021228813,0.00282583698817753,"Toluene degradation","Xenobiotics biodegradation and metabolism","Metabolism"
"3657",3657,"ko00622","LinDA","Defoliation","Intact",0.676490124077826,"BH",0.997403591737096,"Rhizosphere","Exp1","MH63","day5",-0.0553183453748185,0.00017430476290299,0.000167747776834571,"Xylene degradation","Xenobiotics biodegradation and metabolism","Metabolism"
"3658",3658,"ko00270","LinDA","Defoliation","Intact",0.984529612239314,"BH",0.997403591737096,"Rhizosphere","Exp1","MH63","day5",0.00241636610916857,0.0134357262442944,0.0134582485626745,"Cysteine and methionine metabolism","Amino acid metabolism","Metabolism"
"3660",3660,"ko00940","LinDA","Defoliation","Intact",0.594344600838586,"BH",0.997403591737096,"Rhizosphere","Exp1","MH63","day5",0.0375571748284539,0.000931699911877717,0.000956272992901766,"Phenylpropanoid biosynthesis","Biosynthesis of other secondary metabolites","Metabolism"
"3661",3661,"ko00941","LinDA","Defoliation","Intact",0.453967285864328,"BH",0.997403591737096,"Rhizosphere","Exp1","MH63","day5",0.141082961839844,0.000155300935406583,0.000171255400187056,"Flavonoid biosynthesis","Biosynthesis of other secondary metabolites","Metabolism"
"3662",3662,"ko01053","LinDA","Defoliation","Intact",0.210870773352038,"BH",0.997403591737096,"Rhizosphere","Exp1","MH63","day5",0.270004658558603,0.000185689778116108,0.00022390691098376,"Biosynthesis of siderophore group nonribosomal peptides","Metabolism of terpenoids and polyketides","Metabolism"
"3663",3663,"ko00943","LinDA","Defoliation","Intact",0.209510714812106,"BH",0.997403591737096,"Rhizosphere","Exp1","MH63","day5",0.728938654340066,2.11499045622229e-05,3.50542606787661e-05,"Isoflavonoid biosynthesis","Biosynthesis of other secondary metabolites","Metabolism"
"3664",3664,"ko00100","LinDA","Defoliation","Intact",0.27438442616455,"BH",0.997403591737096,"Rhizosphere","Exp1","MH63","day5",0.197046783058618,0.000287376558806336,0.000329433933812958,"Steroid biosynthesis","Lipid metabolism","Metabolism"
"3665",3665,"ko00945","LinDA","Defoliation","Intact",0.50456750601507,"BH",0.997403591737096,"Rhizosphere","Exp1","MH63","day5",0.138788168797883,7.99275956906526e-05,8.79986786386718e-05,"Stilbenoid, diarylheptanoid and gingerol biosynthesis","Biosynthesis of other secondary metabolites","Metabolism"
"3666",3666,"ko01057","LinDA","Defoliation","Intact",0.333968551185223,"BH",0.997403591737096,"Rhizosphere","Exp1","MH63","day5",0.955246327227754,2.32346969271343e-09,4.50500014888237e-09,"Biosynthesis of type II polyketide products","Metabolism of terpenoids and polyketides","Metabolism"
"3667",3667,"ko01056","LinDA","Defoliation","Intact",0.938503016724049,"BH",0.997403591737096,"Rhizosphere","Exp1","MH63","day5",-0.0418186163149512,4.53699769271735e-06,4.40737395104927e-06,"Biosynthesis of type II polyketide backbone","Metabolism of terpenoids and polyketides","Metabolism"
"3670",3670,"ko00071","LinDA","Defoliation","Intact",0.767482599189787,"BH",0.997403591737096,"Rhizosphere","Exp1","MH63","day5",0.0302370623388358,0.00705183579038782,0.00720119304676959,"Fatty acid degradation","Lipid metabolism","Metabolism"
"3671",3671,"ko00072","LinDA","Defoliation","Intact",0.887850088949681,"BH",0.997403591737096,"Rhizosphere","Exp1","MH63","day5",0.0185968532530127,0.00207040338991756,0.00209726437943158,"Synthesis and degradation of ketone bodies","Lipid metabolism","Metabolism"
"3678",3678,"ko01055","LinDA","Defoliation","Intact",0.701578499678547,"BH",0.997403591737096,"Rhizosphere","Exp1","MH63","day5",-0.0356208028819065,0.000896766441409776,0.000874895973269778,"Biosynthesis of vancomycin group antibiotics","Metabolism of terpenoids and polyketides","Metabolism"
"3679",3679,"ko00902","LinDA","Defoliation","Intact",0.462102722052597,"BH",0.997403591737096,"Rhizosphere","Exp1","MH63","day5",-0.210095685687632,2.68389203725359e-07,2.32017070229764e-07,"Monoterpenoid biosynthesis","Metabolism of terpenoids and polyketides","Metabolism"
"3681",3681,"ko00531","LinDA","Defoliation","Intact",0.660926751393802,"BH",0.997403591737096,"Rhizosphere","Exp1","MH63","day5",0.0590975323129248,0.000287518922344933,0.000299541197641199,"Glycosaminoglycan degradation","Glycan biosynthesis and metabolism","Metabolism"
"3683",3683,"ko00533","LinDA","Defoliation","Intact",0.469926278289102,"BH",0.997403591737096,"Rhizosphere","Exp1","MH63","day5",-Inf,1.79851706082156e-09,0,"Glycosaminoglycan biosynthesis - keratan sulfate","Glycan biosynthesis and metabolism","Metabolism"
"3684",3684,"ko00360","LinDA","Defoliation","Intact",0.799749302099022,"BH",0.997403591737096,"Rhizosphere","Exp1","MH63","day5",0.0271918219638515,0.0048278054709987,0.00491966257242834,"Phenylalanine metabolism","Amino acid metabolism","Metabolism"
"3685",3685,"ko00633","LinDA","Defoliation","Intact",0.377183763923884,"BH",0.997403591737096,"Rhizosphere","Exp1","MH63","day5",-0.0992069916298396,0.00207375234589226,0.00193594319541715,"Nitrotoluene degradation","Xenobiotics biodegradation and metabolism","Metabolism"
"3686",3686,"ko00630","LinDA","Defoliation","Intact",0.8612267696017,"BH",0.997403591737096,"Rhizosphere","Exp1","MH63","day5",0.0163259427607181,0.0121600690779633,0.0122984573826699,"Glyoxylate and dicarboxylate metabolism","Carbohydrate metabolism","Metabolism"
"3687",3687,"ko00363","LinDA","Defoliation","Intact",0.938186131894955,"BH",0.997403591737096,"Rhizosphere","Exp1","MH63","day5",0.0106765781219774,0.000515653326147372,0.000519483542824107,"Bisphenol degradation","Xenobiotics biodegradation and metabolism","Metabolism"
"3688",3688,"ko00364","LinDA","Defoliation","Intact",0.536666524625332,"BH",0.997403591737096,"Rhizosphere","Exp1","MH63","day5",0.10939574411685,0.000450698743519893,0.000486203127038987,"Fluorobenzoate degradation","Xenobiotics biodegradation and metabolism","Metabolism"
"3692",3692,"ko00121","LinDA","Defoliation","Intact",0.279082227036693,"BH",0.997403591737096,"Rhizosphere","Exp1","MH63","day5",-0.833867658365111,2.11556287930608e-05,1.18687986018897e-05,"Secondary bile acid biosynthesis","Lipid metabolism","Metabolism"
"3694",3694,"ko00430","LinDA","Defoliation","Intact",0.964416238552183,"BH",0.997403591737096,"Rhizosphere","Exp1","MH63","day5",-0.00370466315940668,0.00219109105137519,0.00218547181728364,"Taurine and hypotaurine metabolism","Metabolism of other amino acids","Metabolism"
"3695",3695,"ko02010","LinDA","Defoliation","Intact",0.746379360524448,"BH",0.997403591737096,"Rhizosphere","Exp1","MH63","day5",-0.0231189814392055,0.0406967725798428,0.0400498102113247,"ABC transporters","Membrane transport","Environmental Information Processing"
"3696",3696,"ko00130","LinDA","Defoliation","Intact",0.705257825537632,"BH",0.997403591737096,"Rhizosphere","Exp1","MH63","day5",0.0384871951275776,0.00541582462494726,0.00556224856658474,"Ubiquinone and other terpenoid-quinone biosynthesis","Metabolism of cofactors and vitamins","Metabolism"
"3697",3697,"ko04330","LinDA","Defoliation","Intact",0.364677908164863,"BH",0.997403591737096,"Rhizosphere","Exp1","MH63","day5",0.395791562094296,3.9026339867349e-06,5.13455670614851e-06,"Notch signaling pathway","Signal transduction","Environmental Information Processing"
"3699",3699,"ko00361","LinDA","Defoliation","Intact",0.624902138266664,"BH",0.997403591737096,"Rhizosphere","Exp1","MH63","day5",0.108510702395399,0.000664903661258668,0.000716842425521264,"Chlorocyclohexane and chlorobenzene degradation","Xenobiotics biodegradation and metabolism","Metabolism"
"3700",3700,"ko00040","LinDA","Defoliation","Intact",0.620362385332019,"BH",0.997403591737096,"Rhizosphere","Exp1","MH63","day5",-0.0291190177600566,0.0045184056377144,0.00442812140277694,"Pentose and glucuronate interconversions","Carbohydrate metabolism","Metabolism"
"3701",3701,"ko00730","LinDA","Defoliation","Intact",0.802869628249265,"BH",0.997403591737096,"Rhizosphere","Exp1","MH63","day5",-0.0271814302126439,0.00535877974614938,0.00525876158096786,"Thiamine metabolism","Metabolism of cofactors and vitamins","Metabolism"
"3702",3702,"ko00362","LinDA","Defoliation","Intact",0.886937342152513,"BH",0.997403591737096,"Rhizosphere","Exp1","MH63","day5",0.0214107850037724,0.00449533570454586,0.00456254770336596,"Benzoate degradation","Xenobiotics biodegradation and metabolism","Metabolism"
"3703",3703,"ko01040","LinDA","Defoliation","Intact",0.779003931784201,"BH",0.997403591737096,"Rhizosphere","Exp1","MH63","day5",0.0262653613827726,0.00351542589580542,0.00358001304531183,"Biosynthesis of unsaturated fatty acids","Lipid metabolism","Metabolism"
"3704",3704,"ko00603","LinDA","Defoliation","Intact",0.794046822089295,"BH",0.997403591737096,"Rhizosphere","Exp1","MH63","day5",0.0275426619272934,0.000469438757542084,0.000478486963845657,"Glycosphingolipid biosynthesis - globo and isoglobo series","Glycan biosynthesis and metabolism","Metabolism"
"3707",3707,"ko00281","LinDA","Defoliation","Intact",0.612252192430851,"BH",0.997403591737096,"Rhizosphere","Exp1","MH63","day5",0.0972901501244636,0.0022543941213101,0.00241166564495684,"Geraniol degradation","Metabolism of terpenoids and polyketides","Metabolism"
"3708",3708,"ko00280","LinDA","Defoliation","Intact",0.784945454262374,"BH",0.997403591737096,"Rhizosphere","Exp1","MH63","day5",0.0267686456288632,0.0101257510649038,0.0103153842843657,"Valine, leucine and isoleucine degradation","Amino acid metabolism","Metabolism"
"3712",3712,"ko00601","LinDA","Defoliation","Intact",0.469926278289102,"BH",0.997403591737096,"Rhizosphere","Exp1","MH63","day5",-Inf,1.79851706082156e-09,0,"Glycosphingolipid biosynthesis - lacto and neolacto series","Glycan biosynthesis and metabolism","Metabolism"
"3717",3717,"ko00523","LinDA","Defoliation","Intact",0.818030028913588,"BH",0.997403591737096,"Rhizosphere","Exp1","MH63","day5",-0.0209609636518392,0.00330723334079163,0.00325952982107273,"Polyketide sugar unit biosynthesis","Metabolism of terpenoids and polyketides","Metabolism"
"3718",3718,"ko00520","LinDA","Defoliation","Intact",0.784232218409259,"BH",0.997403591737096,"Rhizosphere","Exp1","MH63","day5",-0.0277483556723981,0.0176728110598588,0.0173361456494418,"Amino sugar and nucleotide sugar metabolism","Carbohydrate metabolism","Metabolism"
"3719",3719,"ko00521","LinDA","Defoliation","Intact",0.917275068194114,"BH",0.997403591737096,"Rhizosphere","Exp1","MH63","day5",-0.00787573330158328,0.00571817841144602,0.00568704768272511,"Streptomycin biosynthesis","Biosynthesis of other secondary metabolites","Metabolism"
"3723",3723,"ko00052","LinDA","Defoliation","Intact",0.68576015425444,"BH",0.997403591737096,"Rhizosphere","Exp1","MH63","day5",-0.0373914973846227,0.00626477643678819,0.00610449321255873,"Galactose metabolism","Carbohydrate metabolism","Metabolism"
"3724",3724,"ko00053","LinDA","Defoliation","Intact",0.544566524515652,"BH",0.997403591737096,"Rhizosphere","Exp1","MH63","day5",-0.0353124374155184,0.00214616960121844,0.00209427609854552,"Ascorbate and aldarate metabolism","Carbohydrate metabolism","Metabolism"
